meta_title;meta_min_months;meta_max_months;meta_description;week;week_title;week_description;gamification_welcome_title;gamification_welcome_message;gamification_badge_name;gamification_badge_description;gamification_progress_message;gamification_weekly_challenge_title;gamification_weekly_challenge_description;gamification_tips;gamification_closing_message_title;gamification_closing_message_message;gamification_registro_afetivo_question;gamification_registro_afetivo_options;gamification_personalized_message_title;gamification_personalized_message_message;domain_name;domain_question;domain_importance;domain_feedback_1;domain_feedback_2;domain_feedback_3;domain_activities;domain_alert_missing
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;39;Semana 39 - Comunicador Expert! 💬;Seu bebê está ficando cada vez melhor em se comunicar e mostrar o que quer!;;Que evolução incrível na comunicação! Seu bebê está 'conversando' cada vez mais! 🗣️;Mestre Comunicador;Seu bebê está se expressando super bem!;Ver seu bebê se comunicando melhor a cada dia é uma alegria! 🎪;Desafio da Semana: Festival da Comunicação! 🎭;Pratique diferentes formas de comunicação: gestos, sons, palavras e expressões faciais!;Responda sempre às tentativas de comunicação dele|Use gestos junto com palavras|Elogie muito quando ele tentar se comunicar;;Cada tentativa de comunicação do seu bebê é preciosa! Continue estimulando! 💝;Como você se sente quando seu bebê tenta se comunicar?;Emocionada|Orgulhosa|Ansiosa para entender|Muito feliz;;Vocês estão criando uma linguagem especial de amor e compreensão! Que lindo! 💕;maternal_health;Você se sente realizada vendo seu bebê crescer e se desenvolver?;Sentir realização com o crescimento do bebê é sinal de vínculo saudável!;😊 Maravilhoso! Você está vivendo a maternidade plenamente!;💡 É normal ter dias mais difíceis - o importante é se sentir bem na maioria do tempo.;💡 Se não está se sentindo realizada, procure apoio.;Registre momentos especiais em fotos ou diário|Celebre cada conquista do seu bebê|Converse com outras mães sobre alegrias da maternidade;Se você não sente alegria com o desenvolvimento do bebê, procure ajuda profissional.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;motor;Seu bebê consegue ficar em pé sozinho por alguns segundos?;Ficar em pé sozinho é o último passo antes de andar! Que conquista emocionante!;🧍‍♀️ Incrível! Ele está quase pronto para andar sozinho!;💡 Continue estimulando - ele está quase conseguindo!;💡 Cada bebê tem seu tempo para esta grande conquista.;Segure ele em pé e solte por poucos segundos|Coloque brinquedos interessantes para ele pegar em pé|Aplauda muito quando ele tentar ficar em pé sozinho;Se o bebê não consegue ficar em pé nem apoiado, converse com o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;cognitive;Seu bebê entende comandos simples como 'vem cá' ou 'dá para mamãe'?;Entender comandos mostra desenvolvimento excelente da linguagem receptiva!;🧠 Fantástico! Ele está entendendo muito bem!;💡 Continue usando frases simples durante o dia.;💡 Use gestos junto com as palavras para ajudar.;Use comandos simples durante brincadeiras|Combine palavras com gestos claros|Elogie quando ele responder aos pedidos;Se o bebê não responde a comandos simples, converse com o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;sensory;Seu bebê consegue pegar objetos muito pequenos com precisão?;Coordenação motora fina apurada é importante para muitas atividades futuras!;👌 Perfeito! A coordenação dele está excelente!;💡 Continue oferecendo objetos pequenos para treinar.;💡 Use alimentos pequenos nas refeições para praticar.;Ofereça cereais pequenos ou migalhas de pão|Brinque com objetos pequenos supervisionando sempre|Deixe ele pegar pedacinhos de comida sozinho;Se o bebê não consegue coordenação motora fina, converse com o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;communication;Seu bebê já fala algumas palavrinhas que você consegue entender?;As primeiras palavras claras são marcos emocionantes no desenvolvimento!;🗣️ Que emoção! As palavrinhas dele são música para seus ouvidos!;💡 Continue conversando muito - as palavras estão chegando!;💡 Valorize todos os sons como tentativas de falar.;Repita as palavrinhas que ele fala|Converse sobre tudo que vocês fazem juntos|Leia livros apontando e nomeando figuras;Se o bebê não emite sons variados, converse com o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;social_emotional;Seu bebê demonstra alegria clara quando pessoas queridas chegam?;Alegria com pessoas conhecidas mostra vínculos afetivos saudáveis!;😄 Maravilhoso! Ele tem vínculos afetivos fortes!;💡 Continue promovendo encontros com pessoas queridas.;💡 Respeite se ele precisar de tempo para se aquecer.;Organize encontros regulares com familiares|Fale sobre pessoas antes delas chegarem|Incentive interações positivas com visitantes;Se o bebê não demonstra alegria com pessoas conhecidas, converse com o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;nutrition;Seu bebê participa das refeições familiares comendo alimentos apropriados?;Integração às refeições familiares desenvolve hábitos saudáveis e socialização!;🍽️ Excelente! Ele está integrado às refeições da família!;💡 Continue incluindo ele nas refeições familiares.;💡 Adapte alimentos familiares para idade dele.;Sente ele à mesa com toda família|Ofereça versões seguras da comida familiar|Deixe ele observar como todos comem;Se o bebê tem dificuldades sérias com alimentação, converse com o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;baby_health;Seu bebê tem mostrado crescimento adequado em peso e altura?;Crescimento adequado é indicador importante de saúde e desenvolvimento!;📈 Perfeito! Crescimento saudável é sinal de bebê bem cuidado!;💡 Continue acompanhando nas consultas médicas.;💡 Se tiver dúvidas sobre crescimento, consulte o pediatra.;Observe se roupas estão ficando pequenas|Mantenha consultas médicas regulares|Anote peso e altura nas consultas;Se há preocupações sobre crescimento, procure o pediatra.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;maternal_self_care;Você consegue equilibrar bem cuidar do bebê e de você mesma?;Equilíbrio entre cuidados é fundamental para maternidade saudável!;⚖️ Fantástico! Você encontrou um equilíbrio saudável!;💡 Continue buscando momentos para você.;💡 Peça ajuda quando precisar de tempo pessoal.;Reserve tempo diário só para você|Aceite ajuda quando oferecida|Faça atividades que te dão prazer;Cuidar de você é essencial para cuidar bem do bebê.
9-10 meses;9;10;Pequeno Aventureiro - Rumo aos Primeiros Passos! 🚶‍♀️;40;Semana 40 - 10 Meses de Muito Amor! 🎊;Parabéns! Seu bebê completou 10 meses de puro crescimento e alegria!;;🎊 PARABÉNS! 10 meses de conquistas incríveis! Seu bebê está quase andando! 🎉;10 Meses Champion;Vocês completaram 10 meses de muito crescimento!;Que jornada incrível! 10 meses de descobertas e muito amor! 🌈;Desafio Especial: Festa dos 10 Meses! 🎈;Organize uma comemoração especial! Registre tudo que seu bebê já aprendeu e celebre cada conquista!;Tire muitas fotos dessa fase especial|Faça um vídeo mostrando tudo que ele sabe fazer|Celebre com família e amigos queridos;;Que privilégio acompanhar cada dia dessa jornada! Seu bebê está quase andando! 💖;Como você se sente ao completar 10 meses de maternidade?;Muito orgulhosa|Emocionada|Ansiosa para ele andar|Grata por tudo;;Você é uma mãe incrível! Seu amor está fazendo toda a diferença na vida do seu bebê! 🌟;maternal_health;Você se sente confiante e preparada para a fase que vem a seguir?;Confiança para o futuro mostra maturidade e crescimento na maternidade!;💪 Incrível! Você está crescendo muito como mãe!;💡 É normal ter algumas incertezas sobre o futuro.;💡 Busque informações e apoio para se sentir mais preparada.;Leia sobre desenvolvimento dos próximos meses|Converse com mães experientes|Confie em você - você está se saindo muito bem!;Se você está sempre muito ansiosa, procure apoio profissional.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;motor;Seu bebê consegue engatinhar ou se movimentar pelo chão para alcançar brinquedos?;Engatinhar é muito importante! Ajuda o bebê a ficar mais forte e explorar o mundo.;🎉 Que maravilha! Seu bebê está explorando o mundo de forma saudável!;💡 Cada bebê tem seu tempo. Continue colocando brinquedos interessantes no chão para motivá-lo.;💡 Alguns bebês preferem outros jeitos de se mover. Observe se ele consegue se virar ou rolar.;Sente no chão e chame o bebê para vir até você|Coloque brinquedos coloridos um pouco longe para ele tentar alcançar|Engatinhe junto com ele - vai ser muito divertido!|Elogie muito quando ele tentar se mover;Se o bebê não conseguir se mover de jeito nenhum ou estiver muito parado, converse com o pediatra.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;cognitive;Seu bebê procura brinquedos que caem ou que você esconde na frente dele?;Quando o bebê procura coisas escondidas, mostra que está aprendendo que os objetos continuam existindo mesmo quando não vê.;👏 Perfeito! O cérebro do seu bebê está se desenvolvendo muito bem!;💡 Continue brincando de esconder brinquedos. É assim que ele aprende!;💡 Faça brincadeiras simples de esconder e mostrar. Com o tempo ele vai entender.;Brinque de esconder o rosto com as mãos e depois aparecer|Esconda um brinquedo embaixo de um paninho na frente dele|Deixe um brinquedo cair e veja se ele olha para onde caiu|Use caixas ou potes para esconder pequenos objetos;Se o bebê não demonstrar interesse pelos brinquedos que desaparecem, continue estimulando e observe.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;sensory;Seu bebê gosta de explorar diferentes texturas com as mãos?;Tocar coisas diferentes ajuda o bebê a conhecer o mundo e desenvolver o tato.;🌟 Ótimo! Seu bebê está descobrindo o mundo através do toque!;💡 Ofereça diferentes materiais seguros para ele tocar e explorar.;💡 Comece com texturas mais suaves e vá oferecendo outras aos poucos.;Deixe ele tocar diferentes tecidos (liso, áspero, macio)|Ofereça objetos seguros com texturas variadas|Brinque com água morna na hora do banho|Deixe ele sentir a grama ou areia (sempre supervisionado);Se o bebê rejeitar muito o toque ou não gostar de explorar objetos, converse com o pediatra.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;communication;Seu bebê faz sons como 'mamama', 'papapa' ou 'bababa'?;Esses sons são o começo da fala! O bebê está treinando para falar de verdade.;🗣️ Que lindo! Seu bebê está se preparando para falar as primeiras palavras!;💡 Continue conversando muito com ele. Repita os sons que ele faz.;💡 Fale bastante com seu bebê e cante músicas. Isso ajuda muito na comunicação.;Repita os sons que ele faz e veja se ele tenta imitar você|Cante músicas simples e veja se ele 'canta' junto|Conte o que você está fazendo enquanto cuida dele|Faça caretas engraçadas e sons divertidos;Se o bebê não fizer nenhum som ou não reagir quando você fala, procure orientação médica.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;social_emotional;Seu bebê demonstra alegria quando vê pessoas conhecidas?;Reconhecer pessoas queridas mostra que o bebê está criando vínculos afetivos importantes.;❤️ Lindo! Seu bebê está criando laços afetivos saudáveis!;💡 Continue sendo carinhoso e presente. O vínculo se fortalece com o tempo.;💡 Alguns bebês são mais tímidos. Seja paciente e mantenha o carinho sempre.;Faça brincadeiras que ele goste quando chegarem visitas|Cante as músicas favoritas dele|Brinque de 'cadê? achou!' que sempre diverte|Dê muito colo e carinho nos momentos juntos;Se o bebê não demonstrar nenhuma alegria ou não reconhecer pessoas próximas, converse com o pediatra.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;nutrition;Seu bebê já consegue comer alguns pedacinhos de comida com as próprias mãos?;Comer sozinho ajuda o bebê a ser mais independente e desenvolver coordenação.;🍎 Excelente! Seu bebê está aprendendo a ser independente na alimentação!;💡 Ofereça pedacinhos pequenos e macios para ele treinar.;💡 Comece com alimentos bem molhinhos que ele possa pegar facilmente.;Corte frutas maduras em pedaços pequenos|Ofereça legumes cozidos bem macios|Deixe ele explorar a comida (vai fazer sujeira, mas é normal!)|Coma junto com ele para dar exemplo;Se o bebê não conseguir levar nada à boca ou engasgar muito, converse com o pediatra.
10-11 meses;10;11;Pequenos Exploradores - Descobrindo o Mundo 🚀;41;Semana 41 - Pequeno Aventureiro em Movimento! 🏃‍♂️;Uma fase de muita exploração: engatinhando, ficando de pé e descobrindo o mundo!;Bem-vindo à Semana 41! 🌟;Seu bebê está se tornando um verdadeiro explorador! Esta semana vamos acompanhar como ele se move e descobre o mundo ao redor.;Explorador Corajoso;Seu bebê está conquistando novos espaços!;Quase chegando ao primeiro aninho! 🎂;Desafio da Semana: Criando um Caminho Seguro 🛤️;Prepare um cantinho seguro da casa para seu bebê explorar livremente. Observe como ele se movimenta e brinca!;Deixe objetos interessantes no chão para estimular o engatinhar|Proteja quinas e tomadas - segurança sempre em primeiro lugar!|Participe das brincadeiras no chão junto com seu bebê|Comemore cada pequena conquista de movimento;Parabéns pela Semana! 🎉;Você está acompanhando de perto o desenvolvimento do seu pequeno explorador. Continue oferecendo amor e segurança para suas aventuras!;Qual foi o momento mais especial desta semana com seu bebê?;Ver ele engatinhar pela primeira vez|Brincar juntos no chão|Observar sua curiosidade pelos objetos|Sentir sua alegria ao explorar;;Seu bebê está crescendo e cada movimento é uma conquista! Continue sendo sua base segura para todas as explorações. ❤️;baby_health;Seu bebê está dormindo bem durante a noite?;O sono é muito importante para o crescimento e desenvolvimento do bebê.;😴 Perfeito! Um sono tranquilo ajuda muito no desenvolvimento!;💡 Mantenha uma rotina calma antes de dormir para ajudá-lo.;💡 Alguns bebês ainda acordam à noite. Seja paciente e mantenha a rotina.;Crie uma rotina relaxante antes de dormir|Diminua as luzes e ruídos na hora de dormir|Cante uma música suave ou conte uma historinha|Mantenha o quarto numa temperatura agradável;Se o bebê não dormir quase nada ou estiver muito agitado, procure orientação médica.
